company,address,city,state,zip code,country,room count,phone number,email
Newburyport Bed & Breakfast,296 High St,Newburyport,MA,01950,us,,(978) 463-4637,djwilson27@comcast.net
Greenleaf Inn,141 State St,Newburyport,MA,01950,us,,(978) 465-5816,wtcweaver@yahoo.com
Morrill Place,209 High St,Newburyport,MA,01950,us,,(978) 462-2808,
167 Water Bed and Breakfast,167 Water St,Newburyport,MA,01950,us,,(800) 666-2691,167water@gmail.com
Nolan Daniel,45 Green St,Newburyport,MA,01950,us,,(978) 465-8363,
Julie's Garden Cottage,29 Water St,Newburyport,MA,01950,us,,(206) 325-2475,
Market Street Inn,77 Pleasant St,Newburyport,MA,01950,us,,(978) 465-1540,
Extended Stay America,104 State St,Newburyport,MA,01950,us,,(978) 499-7793,
blue The Inn on the Beach,20 Fordham Way,Newbury,MA,01951,us,,(978) 465-7171,reservations@blueinn.com
Coastal Discoveries Marine,55 Hay St,Newbury,MA,01951,us,,(978) 462-8859,
The Krisam Group,2 Plum,Newbury,MA,01951,us,,(978) 462-2349,
Beachway Motel,82 Beach Rd,Salisbury,MA,01952,us,30,(978) 465-0336,
Shoreline Motel,41 Atlantic Ave,Salisbury,MA,01952,us,,(978) 465-2929,theshorelinemotel@yahoo.com
Beach Road Grove Cabins,104 Beach Rd,Salisbury,MA,01952,us,,(978) 465-5813,
Salisbury Inn Motel,197 Beach Rd,Salisbury,MA,01952,us,,(978) 465-5584,salisburyinn@aol.com
Hilton's Dunes Motel,162 Beach Rd,Salisbury,MA,01952,us,,(978) 465-2644,
Michael's Oceanfront Motel,40 Central Ave,Salisbury,MA,01952,us,,(978) 499-0260,mcb3040@aol.com
Beach Rose Rv Park,147 Beach Rd,Salisbury,MA,01952,us,,(978) 463-0226,info@beachroservpark.com
Knotty Pine Motel,123 Beach Rd,Salisbury,MA,01952,us,,(978) 462-4525,knottypinemotel@comcast.net
Salisbury Inn Motel,141 Beach Rd,Salisbury,MA,01952,us,,(978) 465-5584,
Knotty Pine Motel,79 Beach Rd,Salisbury,MA,01952,us,30,(978) 462-4525,
Driftwood Motel,229 Beach Rd,Salisbury,MA,01952,us,,(978) 462-9424,
Atlantic Hospitality Group,4 Ocean St,Salisbury,MA,01952,us,,(978) 465-2000,
Salisbury Village Motel & Cottages,591 N End Blvd,Salisbury,MA,01952,us,,(800) 540-3092,
Beach Cove Cabins,104 Beach Rd,Salisbury,MA,01952,us,,(978) 465-5813,
Hilton,228 Beach Rd,Salisbury,MA,01952,us,,(978) 465-2644,
Holiday Inn Hotel & Suites Boston-Peabody,1 Newbury St,Peabody,MA,01960,us,183,(978) 535-4600,ali.kellie79@yahoo.com
Homewood Suites Boston-Peabody,57 Newbury St,Peabody,MA,01960,us,85,(978) 536-5050,hwsboston@pillarhotels.com
SpringHill Suites Boston Peabody,43 Newbury St,Peabody,MA,01960,us,164,(978) 535-5000,peabody@hotels.com
Hampton Inn Boston/Peabody,59 Newbury St,Peabody,MA,01960,us,120,(978) 536-2020,hptiboston@pillarhotels.com
Plaza Motel,125 Newbury St,Peabody,MA,01960,us,40,(978) 535-2200,stang@carsoncityplaza.com
Boston Marriott Peabody,8A Centennial Dr,Peabody,MA,01960,us,257,(978) 977-9700,
Extended Stay America - Boston - Peabody,200 Jubilee Dr,Peabody,MA,01960,us,94,(978) 531-6632,pbd@extendedstay.com
Homestead-Studio Suites,200 Jubilee Dr,Peabody,MA,01960,us,,(978) 531-6632,
Homewood Suites by Hilton Hotel,57 Newbury St,Peabody,MA,01960,us,,(978) 536-5050,
Sir John Motel,157 Newbury St,Peabody,MA,01960,us,,(978) 535-9806,
Newbury Street Inn,170 Newbury St,Peabody,MA,01960,us,,(978) 535-3262,jennylisun@hotmail.com
Marriott Hotels & Resorts,8A Centennial Dr,Peabody,MA,01960,us,,(978) 977-9700,
Joans Bed & Breakfast,210 Lynn St,Peabody,MA,01960,us,,(978) 532-0191,joansbandb@rcn.com
Homestead Suites Boston-Peabody,200 Jubilee Dr,Peabody,MA,01960,us,,(877) 662-6988,
Inn Transition,42 Washington St,Peabody,MA,01960,us,,(978) 531-9951,
Carriage House Motel,109 Newbury St,Peabody,MA,01960,us,,(978) 535-1300,
Elks Lodge,40 Oak St,Peabody,MA,01960,us,,(978) 532-9203,
Mario's Motor Inn,170 Newbury St,Peabody,MA,01960,us,,(978) 535-3262,
Studio 227,2 1st Ave,Peabody,MA,01960,us,,(978) 278-3600,
Mainstay Suites,200 Jubilee Dr,Peabody,MA,01960,us,,(978) 531-6632,
Captain Bounty Motor Inn,1 Beach St,Rockport,MA,01966,us,,(978) 546-9557,
Bearskin Neck Motor Lodge,64 Bearskin Nck,Rockport,MA,01966,us,,(978) 546-6677,bearskinecklodge@mindspring.co
The Tuck Inn B&B,17 High St,Rockport,MA,01966,us,,(978) 546-7260,info@tuckinn.com
Captain's House,69 Marmion Way,Rockport,MA,01966,us,,(978) 546-3825,info@captainshouse.com
Emerson Inn by the Sea,1 Cathedral Ave,Rockport,MA,01966,us,36,(978) 546-6321,info@emersoninnbythesea.com
Eagle House Motel,8 Cleaves St,Rockport,MA,01966,us,,(978) 546-6292,gary@eaglehousemotel.com
Sally Webster Inn,34 Mount Pleasant St,Rockport,MA,01966,us,8,(978) 546-9251,sallywebsterinn@hotmail.com
Seaward Inn,44 Marmion Way,Rockport,MA,01966,us,18,(978) 546-3471,info@seawardinn.com
Addison Choate Inn,49 Broadway,Rockport,MA,01966,us,,(978) 546-7543,info@addisonchoateinn.com
The Seafarer Inn,50 Marmion Way,Rockport,MA,01966,us,,(978) 546-6248,info@seafarer-inn.com
Yankee Clipper Inn,127 Granite St,Rockport,MA,01966,us,8,(978) 546-3407,yciweddings@gmail.com
The Quarterdeck Inn by the Sea,123 Granite St,Rockport,MA,01966,us,8,(978) 546-0050,
Beech Tree Bed & Breakfast,55 Broadway,Rockport,MA,01966,us,,(978) 546-2864,info@beechtreebb.com
Seacrest Manor B & B,99 Marmion Way,Rockport,MA,01966,us,,(978) 546-2211,seacrestmanor@comcast.net
Lantana House,22 Broadway,Rockport,MA,01966,us,,(978) 546-3535,lantana_house@yahoo.com
Peg Leg Inn,1 King St,Rockport,MA,01966,us,,(978) 546-2352,pegleginn@yahoo.com
Cape Hedge Inn,151 South St,Rockport,MA,01966,us,,(978) 546-3436,
Seven South Street Inn,7 South St,Rockport,MA,01966,us,,(978) 546-6708,theinn@sevensouth.net
Inn On Cove Hill,37 Mount Pleasant St,Rockport,MA,01966,us,,(978) 546-2701,betsyeck@comcast.net
Country Garden Inn & Spa,101 Main St,Rowley,MA,01969,us,24,(978) 948-7773,reserve@countrygardeninnandspa.com
Elite Field Hockey Camp,76 Leslie Rd,Rowley,MA,01969,us,,(978) 948-5526,
Northey Street House,30 Northey St,Salem,MA,01970,us,,(978) 397-1582,stay@northeystreethouse.com
Clipper Ship Inn,40 Bridge St,Salem,MA,01970,us,30,(978) 745-8022,clippershipinn@aol.com
Morning Glory Bed & Breakfast,22 Hardy St,Salem,MA,01970,us,,(978) 741-1703,bshea@morningglorybb.com
Coach House Inn,284 Lafayette St,Salem,MA,01970,us,,(978) 744-4092,chisalem@comcast.net
Salem Water Taxi,23 Congress St,Salem,MA,01970,us,,(978) 745-6070,
Hawthorne Hotel,18 Washington Sq,Salem,MA,01970,us,89,(978) 744-4080,info@hawthornehotel.com
Amelia Payson House,16 Winter St,Salem,MA,01970,us,,(978) 744-8304,stay@ameliapaysonhouse.com
Stepping Stone Inn,19 Washington Sq,Salem,MA,01970,us,,(978) 741-8900,issi@star.net
Lafayette Hotel,116 Lafayette St,Salem,MA,01970,us,,(978) 745-5503,
Salem Waterfront Hotel & Suites,225 Derby St,Salem,MA,01970,us,,(978) 740-8788,info@salemwaterfronthotel.com
Salem Inn,7 Summer St,Salem,MA,01970,us,40,(978) 741-0680,diane@saleminnma.com
Henry Derby House,47 Summer St,Salem,MA,01970,us,,(978) 745-1080,henryderbyhouse@gmail.com
Salem Waterfront Hotel & Suites,57 Wharf St,Salem,MA,01970,us,,(978) 740-8788,
Inn on Washington Square,53 Washington Sq,Salem,MA,01970,us,,(978) 741-4997,
Best Western Salem Waterfront,225 Derby St,Salem,MA,01970,us,,(978) 744-4817,
Stephen Daniels House,1 Daniels St,Salem,MA,01970,us,,(978) 744-5709,ana@danielshouse1667.com
Covens Cottage,190 Essex St,Salem,MA,01970,us,,(978) 224-2193,
Halpern Travel,121 Loring Ave,Salem,MA,01970,us,,(978) 219-5715,
Salem Americab Taxi,10 Jefferson Ave,Salem,MA,01970,us,,(978) 744-7440,salemamericabtaxi@gmail.com
Cabot Property Management,1 Derby Sq,Salem,MA,01970,us,,(978) 594-5418,
Nightingale Inn,356 Grapevine Rd,Wenham,MA,01984,us,,(978) 921-8099,
Residence Inn,509 Pleasant St,West Newbury,MA,01985,us,,(603) 623-7250,
Countryside Motel,115 Mechanic St,Bellingham,MA,02019,us,,(508) 966-0440,
Blue Hills Ski Area,4001 Washington St,Canton,MA,02021,us,,(781) 828-5070,skiinfo@ski-bluehills.com
Homewood Suites Boston Canton,50 Royall St,Canton,MA,02021,us,98,(781) 828-4700,
Royal West Indies,343 Neponset St,Canton,MA,02021,us,,(781) 821-9977,info@royalwestindies.com
Best America Mortgage Service,1032 Washington St,Canton,MA,02021,us,,(781) 821-0541,
Island Resort & Golf Club,1017 Turnpike St,Canton,MA,02021,us,,(781) 828-8450,
Cohasset Harbor Inn,124 Elm St,Cohasset,MA,02025,us,55,(781) 383-6650,mscully@cohassetharborresort.com
Samuel Bates House,35 S Main St,Cohasset,MA,02025,us,,(866) 973-1811,
On Golden Pond,2 Bound Brook Ln,Cohasset,MA,02025,us,,(888) 271-2681,
Hilton Boston/Dedham,25 Allied Dr,Dedham,MA,02026,us,256,(781) 329-7900,
Fairfield Inn Boston Dedham,235 Elm St,Dedham,MA,02026,us,150,(781) 326-6700,
Holiday Inn Boston-Dedham Htl & Conf Ctr,55 Ariadne Rd,Dedham,MA,02026,us,202,(781) 329-1000,o.alt36@yahoo.com
Fairfield Inn by Marriott Hotel,235 Elm St,Dedham,MA,02026,us,,(781) 326-6700,
Hutch's Bed & Breakfast,481 East St,Dedham,MA,02026,us,,,
Bijal,233 Elm St,Dedham,MA,02026,us,,(781) 326-1840,
Midland Hotel,55 Ariadne Rd,Dedham,MA,02026,us,,(781) 407-2200,
Profiles,25 Allied Dr,Dedham,MA,02026,us,,(781) 329-7900,
Renaissance Boston Patriot Place Hotel & Spa,28 Patriot Pl,Foxborough,MA,02035,us,154,(508) 543-5500,
Residence Inn by Marriott Boston Foxborough,250 Foxboro Blvd,Foxborough,MA,02035,us,108,(508) 698-2800,
Comfort Inn,4 Fisher St,Foxborough,MA,02035,us,120,(508) 543-1000,ihelp@choicehotels.com
Courtyard Boston Foxborough/Mansfield,35 Foxboro Blvd,Foxborough,MA,02035,us,149,(508) 543-5222,
Americas Best Value Inn,105 Washington St,Foxboro,MA,02035,us,50,(508) 543-4000,
Normandy Farms Campground,72 West St,Foxboro,MA,02035,us,,(508) 543-7600,camp@normandyfarms.com
Ancient Marinere,9 Mechanic St,Foxboro,MA,02035,us,,(508) 543-5564,news@wjar.com
Courtyard by Marriott,35 Foxboro Blvd,Foxborough,MA,02035,us,,(508) 543-5222,
Red Fox Motel,96 Washington St,Foxboro,MA,02035,us,,(508) 203-9444,
Norcap Lodge,71 Walnut St,Foxboro,MA,02035,us,,(508) 543-1873,
Gaard Motel,8 Washington St,Foxboro,MA,02035,us,,(508) 543-8398,
Sara Behn Basketball Camp,15 Bird St,Foxboro,MA,02035,us,,(508) 549-0997,
St Albans,12 Rockhill St,Foxboro,MA,02035,us,,(508) 543-5325,
Nantucket Hotel Corporation,4 Fisher St,Foxboro,MA,02035,us,,(508) 339-0800,
Red Fax Motel,Route 1,Foxboro,MA,02035,us,,(508) 543-5000,
Endzone Motor Inn,105 Washington St,Foxboro,MA,02035,us,,(508) 543-4000,
Residence Inn - Boston Franklin,4 Forge Pkwy,Franklin,MA,02038,us,108,(508) 541-8188,sales@colwenhotels.com
Hampton Inn Franklin,735 Union St,Franklin,MA,02038,us,94,(508) 520-2999,richard@hamptoninn.com
Hawthorn Suites by Wyndham Franklin / Milford Area,835 Union St,Franklin,MA,02038,us,100,(508) 553-3500,
Hawthorn Suites by Wyndham Franklin,835 Union St,Franklin,MA,02038,us,,(888) 271-2681,
Summer Arts At Derby,56 Burditt Ave,Hingham,MA,02043,us,,(781) 740-4766,admission@derbyacademy.org
Breeze Inn,59 Water St,Hingham,MA,02043,us,,(781) 740-4430,
Wompatuck State Park,1 Union St,Hingham,MA,02043,us,,(781) 749-7160,
Roosevelt Co Inc.,150 Recreation Park Dr,Hingham,MA,02043,us,,(800) 540-5600,
Bare Cove B&B,235 Rockland St,Hingham,MA,02043,us,,(888) 271-2681,
Nantasket Hotel at the Beach,115 Nantasket Ave,Hull,MA,02045,us,,(781) 925-4100,piiicorp@aol.com
Nantasket Beach Resort,45 Hull Shore Dr,Hull,MA,02045,us,105,(781) 925-4500,reservations@nantasketbeachhotel.com
Josephine's Bed & Breakfast,45 Salisbury St,Hull,MA,02045,us,3,(781) 925-5046,josephinesofhull@yahoo.com
Nantasket Hotel at the Beach,115 Nantasket Ave,Hull,MA,02045,us,,(781) 925-2246,reservations@nantaskethotel.com
Ocean Cliff Condominiums,30-32 Porrazzo Rd,Hull,MA,02045,us,4,(866) 539-0036,
Mass Commonwealth Of - Nantasket Beach,115 Nantasket Ave,Hull,MA,02045,us,,(781) 925-4905,
Boston Timeshare Rentals,30 Porrazzo Rd,Hull,MA,02045,us,2,(800) 780-5733,
Sunset Point Camp,138 Edgewater Rd,Hull,MA,02045,us,,(781) 925-6313,
Conference Hotels Unlimited,51 Harborview Rd,Hull,MA,02045,us,,(781) 925-4000,
Nantasket Beach Lodging,12 Park Ave,Hull,MA,02045,us,,(781) 214-9056,admin@seeplymouth.com
Allerton House Bed & Breakfast,15 Tierney Ave,Hull,MA,02045,us,,(888) 271-2681,
76 a Street Beach House Rental,76 A St,Hull,MA,02045,us,,,
Park Avenue Lodging,12 Park Ave,Hull,MA,02045,us,,(781) 925-1883,
Holiday Inn Mansfield-Foxboro Area,31 Hampshire St,Mansfield,MA,02048,us,202,(508) 339-2200,e.hannah94@yahoo.com
Red Roof Inn Boston - Mansfield/Foxboro,60 Forbes Blvd,Mansfield,MA,02048,us,134,(508) 339-2323,privacy@redroof.com
Holiday Inn-Mansfield,31 Hampshire St,Mansfield,MA,02048,us,,(508) 339-2200,
Bass Resort Sales,241 Francis Ave,Mansfield,MA,02048,us,,(508) 878-4789,souvenirsetc@gmail.com
Red Roof Inn Mansfield Foxboro Hotel,60 Forbes Blvd,Mansfield,MA,02048,us,,(800) 733-7663,
Marshfield Inn,7 Old Plain St,Marshfield,MA,02050,us,,(781) 837-6106,
Road To Responsibility,560 Plymouth Ave,Marshfield,MA,02050,us,,(781) 837-1853,webmaster@rtrinc.org
Beach House,227 Foster Ave,Marshfield,MA,02050,us,,(781) 837-1316,
Village Bed and Breakfast,215 Old Main Street Ext,Marshfield,MA,02050,us,,(781) 834-6193,
Rexhame Shores,12 Waterman Ave,Marshfield,MA,02050,us,,(888) 271-2681,
Harwood Paulette,93 West St,Medfield,MA,02052,us,,(508) 359-5192,
Capeway Motel,149 Washington St,Norwell,MA,02061,us,,(781) 878-8124,capewaymotel@aim.com
Park View Inn,350 Washington St,Norwell,MA,02061,us,,(781) 659-2881,eliser@parkviewinn.com
Residence Inn Boston Norwood/Canton,275 Norwood Park S,Norwood,MA,02062,us,96,(781) 278-9595,
Hampton Inn Boston-Norwood,434 Boston Providence Tpke,Norwood,MA,02062,us,139,(781) 769-7000,
Four Points by Sheraton Norwood,1125 Boston Providence Tpke,Norwood,MA,02062,us,230,(781) 769-7900,
Courtyard Boston Norwood/Canton,300 River Ridge Dr,Norwood,MA,02062,us,148,(781) 762-4700,
Ramada Inn,434 Boston Providence Tpke,Norwood,MA,02062,us,,(781) 769-7001,
Hampton Inn-Boston Norwood,Providence Hwy,Norwood,MA,02062,us,139,(781) 769-7000,
Residence Inn,275 Norwood Park S,Norwood,MA,02062,us,,(781) 278-9595,
Norwood Courtyard by Marriott Hotel,300 River Ridge Dr,Norwood,MA,02062,us,,(781) 762-4700,
Holiday Inn Express & Suites Norwood-Boston Area,225 Norwood Park S,Norwood,MA,02062,us,,(781) 769-0060,
Norwood Elks,152 Winslow Ave,Norwood,MA,02062,us,,(781) 762-9724,news@wjar.com
Howard Johnson,434 Boston Providence Tpke,Norwood,MA,02062,us,,(781) 769-7001,
Starwood Hotels and Resorts,1125 Boston Providence Tpke,Norwood,MA,02062,us,,(781) 769-7900,
Residence Inn Boston Norwood,275 Norwood Park S,Norwood,MA,02062,us,,(888) 271-2681,
Best Western Conference Inn,1151 Boston Providence Tpke,Norwood,MA,02062,us,,(781) 769-7900,
The Dogwatch,7 Beaver Dam Rd,Scituate,MA,02066,us,,(781) 545-5551,
Inn At Scituate Harbor,7 Beaver Dam Rd,Scituate,MA,02066,us,,(781) 545-5550,info@innatscituate.com
Oceanside Inn,8 Oceanside Dr,Scituate,MA,02066,us,,(781) 544-0002,jlesko@webmatrixdesign.com
Clifton House,88 Front St,Scituate,MA,02066,us,,(781) 545-5101,
Crary Doris,8 Oceanside Dr,Scituate,MA,02066,us,,(781) 544-0002,
Cliffside Bed and Breakfast,6 Bridge Ave,Scituate,MA,02066,us,,(888) 271-2681,
Everett Torrey House,119 Kent St,Scituate,MA,02066,us,,(888) 271-2681,
Waters Edge Retreats,17 Seagate Cir,Scituate,MA,02066,us,,(888) 271-2681,
Best Western Plus The Inn At Sharon/Foxboro,395 Old Post Rd,Sharon,MA,02067,us,95,(781) 784-1000,
Econo Lodge,775 Providence Hwy,Sharon,MA,02067,us,50,(781) 784-5800,ihelp@choicehotels.com
Saphire Inn,56 Highland Ave,Sharon,MA,02067,us,,(781) 784-2400,rsaphire@saphireproperties.com
Saphire Inn,56A Highland Ave,Sharon,MA,02067,us,,(781) 784-4251,
Kenwood Camp,239 Moose Hill St,Sharon,MA,02067,us,,(781) 793-0091,
Holiday Inn Express Sharon/Foxboro,395 Old Post Rd,Sharon,MA,02067,us,95,(781) 784-1000,help@ihg.com
Evergreen Camp,239 Moose Hill St,Sharon,MA,02067,us,,(781) 793-0091,
Camp Gan Israel,121 Lakeview St,Sharon,MA,02067,us,,(781) 784-4269,
Courtyard Boston Stoughton,200 Technology Center Dr,Stoughton,MA,02072,us,152,(781) 297-7000,
Stoughton Motel,1919 Washington St,Stoughton,MA,02072,us,,(781) 344-5722,stomotel@aol.com
Buffalo Lodging Associates,532 Page St,Stoughton,MA,02072,us,,(781) 344-4435,
Courtyard By Marriott Stoughton,200 Technology Center Dr,Stoughton,MA,02072,us,,(781) 297-7000,
Sunshine Breakfast & Grille,2 Canton St,Stoughton,MA,02072,us,,(781) 344-5354,
Lodge At Stoughton,862 Washington St,Stoughton,MA,02072,us,,(781) 341-1112,
Walpole Motel,2200 Providence Hwy,Walpole,MA,02081,us,,(508) 668-1310,jcmastro10@comcast.net
Boston View Motel,630 Providence Hwy,Walpole,MA,02081,us,,(508) 668-1900,
J K Hotel,775 Providence Hwy,Walpole,MA,02081,us,,(781) 784-5800,
Hampton Inn Boston-Norwood,434 Providence Hwy,Westwood,MA,02090,us,,(877) 662-6988,
Budget Inn of Westwood,71 Providence Hwy,Westwood,MA,02090,us,,(781) 326-4477,
B and B Affordable Renovations,28 Phillips Brooks Rd,Westwood,MA,02090,us,,(781) 405-6590,
Arbor Inn Motel,900 Washington St,Wrentham,MA,02093,us,,(508) 384-2122,
Proctor Mansion Inn,36 Common St,Wrentham,MA,02093,us,6,(877) 384-1861,
Fr Agnel,900 Washington St,Wrentham,MA,02093,us,,(508) 384-2677,
Omni Parker House,60 School St,Boston,MA,02108,us,551,(617) 227-8600,rmeyer@omnihotels.com
"Nine Zero Hotel Boston, a Kimpton Hotel",90 Tremont St,Boston,MA,02108,us,190,(617) 772-5800,localcontact@ninezero.com
Fifteen Beacon,15 Beacon St,Boston,MA,02108,us,60,(617) 670-1500,concierge@xvbeacon.com
Ames Boston Hotel,1 Court St,Boston,MA,02108,us,114,(617) 979-8100,ames@amesbostonhotel.com
Holiday Inn,30 Washington St,Somerville,MA,02108,us,,(617) 628-1000,
Sports Club L A,72 Tremont St,Boston,MA,02108,us,,(617) 375-8200,
Beacon Hill Bed and Breakfast,27 Brimmer St,Boston,MA,02108,us,,(617) 523-7376,
Courtyard by Marriott,63 Boston Pl,Boston,MA,02108,us,,(617) 436-8200,feedback@smartertravel.com
Sonesta International Hotels,225 Washington St,Boston,MA,02108,us,,(617) 421-5470,
Cedars On the Hill,16 Cedar Lane Way,Boston,MA,02108,us,,(617) 303-0058,
The Bed and Breakfast Agency of Boston,Copley Pl,Boston,MA,02108,us,,(617) 720-3540,
Halekulani Hotel of Honolulu Hawaii,73 Tremont St,Boston,MA,02108,us,,(617) 523-4497,
Holiday Inn,69 Boston Pl,Boston,MA,02108,us,,(800) 345-8082,
Horizons Hotel of Paget Bermuda Boston Office,73 Tremont St,Boston,MA,02108,us,,(617) 523-4497,
Inn the of Ponte Vedra Beach Florida,73 Tremont St,Boston,MA,02108,us,,(617) 523-4497,
Boston Marriott Long Wharf,296 State St,Boston,MA,02109,us,412,(617) 227-0800,
Harborside Inn,185 State St,Boston,MA,02109,us,98,(617) 723-7500,info@harborsideinnboston.com
Millennium Bostonian Hotel Boston,26 North St,Boston,MA,02109,us,201,(617) 523-3600,bostonian.us@millenniumhotels.com
Marriott's Custom House,3 McKinley Sq,Boston,MA,02109,us,84,(617) 310-6300,rls-emerge@rioseo.com
Boston Ghost Association,33 Milk St,Boston,MA,02109,us,,(617) 779-3469,david@bostonghost.com
Fairmont Battery Wharf,3 Battery Wharf,Boston,MA,02109,us,,(617) 994-9000,info@sensingrestaurant.com
Oakwood at Downtown Boston,1 India St,Boston,MA,02109,us,,(602) 427-2752,inquiries@oakwood.com
AAA Rental,120 Milk St,Boston,MA,02109,us,,(617) 357-6900,boston@furnishedapt.com
Adam Travel,120 Blackstone St,Boston,MA,02109,us,,(617) 367-7155,abdo@adamtravel.net
"Battery Wharf Hotel, Boston Waterfront",3 Battery Wharf,Boston,MA,02109,us,150,(617) 994-9000,contactus@batterywharfhotel.com
Massachusetts Lodging Association,7 Liberty Sq,Boston,MA,02109,us,,(617) 720-1305,
Bostonian Hospitality Group,2 S Market St,Boston,MA,02109,us,,(857) 284-7637,
Sheraton,60 State St,Boston,MA,02109,us,,(617) 367-5556,
Sleepafloat,120 Milk St,Boston,MA,02109,us,,(617) 422-0444,
Now City Tours,735 N Shore Rd,Boston,MA,02109,us,,(855) 759-8687,christian@nowcitytours.com
Oakwood Corporation Housing,1 Devonshire St,Boston,MA,02109,us,,(857) 350-4880,
Bostonian Hotel-Seasons Restaurant,N Blackstone,Boston,MA,02109,us,,(617) 720-0379,
Hotel Source,60 State St,Boston,MA,02109,us,,(617) 367-5100,
Hilton Boston Financial District,89 Broad St,Boston,MA,02110,us,362,(617) 556-0006,info@hilton.com
Boston Harbor Hotel,70 Rowes Wharf,Boston,MA,02110,us,230,(617) 439-7000,jmcmahon@bhh.com
Hilton Boston Downtown/Faneuil Hall,89 Broad St,Boston,MA,02110,us,362,(617) 556-0006,info@hilton.com
Club Quarters,161 Devonshire St,Boston,MA,02110,us,178,(617) 357-6400,memberservices@clubquarters.com
Boston Yacht Haven,87 Commercial Wharf,Boston,MA,02110,us,10,(617) 367-5050,info@thebostonyachthaven.com
Rowes Wharf Water Transport,60 Rowes Wharf,Boston,MA,02110,us,,(617) 330-1399,fred@roweswharfwatertransport.com
SleepAfloat,28 Atlantic Ave,Boston,MA,02110,us,,(510) 473-6620,
Regus,101 Federal St,Boston,MA,02110,us,,(617) 342-7000,community@regus.com
The Langham,250 Franklin St,Boston,MA,02110,us,318,(617) 451-1900,tlbos.concierge@langhamhotels.com
Rowes Wharf Bar,70 Rowes Wharf,Boston,MA,02110,us,,(617) 439-7000,
Marriott ExecuStay 101 Broad Street,101 Broad St,Boston,MA,02110,us,,(860) 247-0093,
FlipKey,80 Summer St,Boston,MA,02110,us,,,
Bed & Breakfast Agency-Boston,47 Commercial Wharf,Boston,MA,02110,us,,(617) 720-3540,ferne_mentz@boston-bnbagency.com
Boston Harbor Hotel,400 Atlantic Ave,Boston,MA,02110,us,,(617) 439-9405,
Hoteluxury At Home,225 Franklin St,Boston,MA,02110,us,,(617) 217-2777,
Boston Citywalks,65 E India Row,Boston,MA,02110,us,,(866) 939-2557,alan@bostoncitywalks.com
Concierge & Tourist Information,1 South Sta,Boston,MA,02110,us,,(617) 330-1230,
Elder Hostel,75 Federal St,Boston,MA,02110,us,,(617) 426-7788,
Pyramid Hotel Group,260 Franklin St,Boston,MA,02110,us,,(617) 946-2033,
DoubleTree by Hilton Hotel Boston - Downtown,821 Washington St,Boston,MA,02111,us,267,(617) 956-7900,bosco_gm@hilton.com
Hyatt Regency Boston,1 Avenue De Lafayette,Boston,MA,02111,us,500,(617) 912-1234,qualitybosto@hyatt.com
"The Ritz-Carlton, Boston Common",10 Avery St,Boston,MA,02111,us,193,(617) 574-7100,rc.bosrt.leads@ritzcarlton.com
The Sports Club/LA,4 Avery St,Boston,MA,02111,us,,(617) 375-8200,housecleaning@sarnidrycleaners.com
Archstone Boston Common,660 Washington St,Boston,MA,02111,us,,(617) 350-5501,
Old Town Trolley Tours,140 Tremont St,Boston,MA,02111,us,,(617) 482-1279,
FlipKey,179 Lincoln St,Boston,MA,02111,us,,(877) 354-7539,
Pine Street Inn,105 Chauncy St,Boston,MA,02111,us,,(617) 542-1924,
Doubletree Boston - Downtown,821 Washington St,Boston,MA,02111,us,,(888) 271-2681,
Lafayette Parking Garage,1 Avenue De Lafayette,Boston,MA,02111,us,,(617) 451-2600,
Goby,201 South St,Boston,MA,02111,us,,(617) 423-0322,
Greater Boston Hotel Employees,33 Harrison Ave,Boston,MA,02111,us,,(617) 451-0318,
Commonwealth Suites,151 Tremont St,Boston,MA,02111,us,,(617) 426-5580,
Duvall James,1 Nassau St,Boston,MA,02111,us,,(617) 266-0810,
National Housing,660 Washington St,Boston,MA,02111,us,,(857) 250-4825,
Housing Oakwood,660 Washington St,Boston,MA,02111,us,,(857) 265-2498,
Residence at the Ritz,1 Avery St,Boston,MA,02111,us,,(617) 482-7665,
Mariners House,11 North Sq,Boston,MA,02113,us,,(617) 227-3979,inn@marinershouse.org
La Cappella Suites,290 North St,Boston,MA,02113,us,,(617) 523-9020,innkeeper@lacappellasuites.com
Casa Monte Cassino,11 Tileston St,Boston,MA,02113,us,,(617) 227-1613,
City Suites First of Boston,15 Unity St,Boston,MA,02113,us,,(617) 723-2853,
City Suites First Of Boston,12 Greenough Ln,Boston,MA,02113,us,,(617) 742-7746,
City Suites First of Boston,14 Cooper St,Boston,MA,02113,us,,(617) 248-3822,
"The Liberty, a Luxury Collection Hotel",215 Charles St,Boston,MA,02114,us,300,(617) 224-4000,kerem.benyamini@clinkboston.com
Bulfinch Hotel,107 Merrimac St,Boston,MA,02114,us,79,(617) 624-0202,bulfinchsc@ih-corp.com
"Onyx Hotel Boston, a Kimpton Hotel",155 Portland St,Boston,MA,02114,us,112,(617) 557-9955,localcontact@onyxhotel.com
The Boxer Boston Hotel,107 Merrimac St,Boston,MA,02114,us,79,(617) 624-0202,sales@theboxerboston.com
Holiday Inn Express & Suites Boston Garden,280 Friend St,Boston,MA,02114,us,72,(617) 720-5544,hertha_e@yahoo.com
Friend Street Hostel,234 Friend St,Boston,MA,02114,us,40,(617) 934-2413,info@friendstreethostel.com
